IdentifierType,IdentifierValue,AmortizedCost_USDEquivalent,MarketValue_USDEquivalent,AccountingIntent,TypeOfHedge,HedgedRisk,HedgeInterestRate,HedgePercentage,HedgeHorizon,HedgedCashFlow,Sidedness,HedgingInstrumentAtFairValue,EffectivePortionOfCumulativeGainsAndLosses,ASU2017-12HedgeDesignations
ISIN,ID-007052,595435.0813,587072.2459,EQ,2,4,4,0.1846,6/26/2004,3,2,1466854.78,241337.5222,3
SEDOL,ID-007053,538271.8811,528659.6135,HTM,1,1,3,0.2952,11/28/2024,4,1,1188252.629,228949.5067,2
CUSIP,ID-007054,873025.8337,568550.1533,HTM,1,2,3,0.2611,3/19/2010,1,1,1085207.376,248951.0642,2
ISIN,ID-007055,552694.6369,432211.3149,EQ,2,7,5,0.3281,6/13/2010,3,1,1426137.166,230569.8575,3
CUSIP,ID-007056,735680.1195,425446.1532,EQ,2,3,5,0.483,8/29/2010,1,2,1520400.184,384600.0648,1
CUSIP,ID-007057,605951.6117,504780.8871,HTM,1,4,2,0.9769,6/29/2028,2,1,1032416.35,283412.2949,2
SEDOL,ID-007058,611604.0155,439406.1242,AFS,1,5,2,0.3443,11/21/2013,5,1,1474715.799,235236.8727,1
ISIN,ID-007059,701708.0734,388408.6693,EQ,2,6,5,0.6617,9/1/2033,6,2,1053348.683,409259.9965,3
INTERNAL,ID-007060,638056.6363,536206.3844,EQ,2,10,5,0.4607,8/7/2035,2,2,,213117.6511,1
INTERNAL,ID-007061,761204.923,466775.7636,AFS,1,5,4,0.9043,8/3/2015,6,1,1033332.91,260017.8625,1
INTERNAL,ID-007062,664533.6067,518069.4103,EQ,1,2,3,0.2748,4/15/2021,5,2,1069582.264,333350.1467,3
INTERNAL,ID-007063,590431.6268,375288.6218,HTM,1,11,5,0.4441,2/17/2005,4,1,1614813.783,311271.564,3
CUSIP,ID-007064,875191.7374,432133.4048,AFS,1,4,1,0.9871,6/14/2013,2,2,1279850.204,656460.5579,1
CUSIP,ID-007065,576828.6585,420137.5248,EQ,1,5,5,0.2429,4/8/2017,2,1,1206497.35,223408.8114,1
ISIN,ID-007066,699029.0462,398760.0735,AFS,1,2,5,0.8286,12/4/2010,3,2,1136500.949,204172.6,2
ISIN,ID-007067,,691629.4289,HTM,2,11,3,0.9077,6/9/2002,3,1,1520144.059,278563.3383,3
ISIN,ID-007068,640798.1864,416782.3159,AFS,1,4,4,0.4585,10/3/2025,3,1,1301538.405,413482.6756,3
CUSIP,ID-007069,655732.1676,545258.069,EQ,1,8,2,0.2212,4/24/2035,3,2,1540024.301,337256.0369,3
SEDOL,ID-007070,876973.5221,531174.3028,AFS,1,9,3,0.9335,6/24/2014,4,1,1009635.929,242337.0166,3
INTERNAL,ID-007071,937359.7041,485937.0724,AFS,2,5,4,0.6343,9/11/2021,4,2,1139398.248,295018.4306,2
INTERNAL,ID-007072,650351.1352,692864.9905,EQ,1,4,5,0.8557,11/9/2018,1,1,1525548.092,231064.3328,3
CUSIP,ID-007073,893235.2086,352388.3585,AFS,1,4,3,0.9589,10/2/2020,5,2,1815931.833,377535.481,1
CUSIP,ID-007074,638238.6024,549525.8332,AFS,1,3,4,0.2061,1/31/2011,2,2,1119300.279,216521.1491,2
CUSIP,ID-007075,547511.2941,588862.7132,HTM,1,2,4,0.9987,4/19/2005,5,1,1392603.841,315694.373,1
ISIN,ID-007076,728136.4179,325519.7119,HTM,2,2,3,0.0358,3/12/2025,5,2,1491573.468,253038.1205,1
CUSIP,ID-007077,,219301.8214,HTM,1,10,4,0.242,5/1/2001,3,2,1297055.05,237979.8968,1
SEDOL,ID-007078,600523.3062,428844.2698,EQ,2,4,4,0.0266,,4,2,1142561.637,205181.0126,3
CUSIP,ID-007079,711485.8475,413130.6247,HTM,2,3,2,0.1945,1/17/2010,3,2,1279510.135,231005.8548,3
INTERNAL,ID-007080,646874.5527,628033.3099,AFS,2,3,4,0.8459,3/19/2013,5,2,1388521.032,393930.9507,1
SEDOL,ID-007081,531456.5292,597594.8961,HTM,2,6,2,0.7957,2/10/2031,5,1,1156450.54,440252.4825,3
CUSIP,ID-007082,978579.0859,636722.5179,EQ,2,3,2,0.6153,11/21/2032,1,1,1941056.954,245423.5539,1
INTERNAL,ID-007083,510898.5311,263514.1414,AFS,2,8,4,0.1423,9/3/2009,4,2,1038093.608,416400.7589,3
SEDOL,ID-007084,829824.094,529301.5461,HTM,2,1,2,0.0752,1/12/2013,4,2,1091296.96,267119.4097,3
ISIN,ID-007085,665863.5334,780390.6456,AFS,2,9,4,0.5488,10/18/2025,4,2,1367455.777,599201.2798,2
CUSIP,ID-007086,1359068.122,348788.2513,EQ,1,9,1,0.8241,1/19/2016,4,2,1340954.876,251756.6548,2
INTERNAL,ID-007087,590223.8485,503326.8548,HTM,2,8,5,0.7456,1/1/2033,2,2,1197104.705,236298.8687,1
INTERNAL,ID-007088,816471.3463,,EQ,2,11,3,0.1498,4/13/2027,4,2,1214288.777,315958.2025,2
SEDOL,ID-007089,757711.4877,433157.8616,AFS,2,10,2,0.2757,7/7/2007,6,1,1105248.795,227156.145,3
SEDOL,ID-007090,586775.9527,493599.3525,HTM,2,11,5,0.2309,11/18/2007,3,1,1468126.057,223096.4355,3
SEDOL,ID-007091,715062.8053,564803.8355,EQ,1,6,5,0.9994,9/17/2007,4,2,1219480.235,259758.6744,2
ISIN,ID-007092,565194.1099,597700.778,AFS,2,1,3,0.1783,10/18/2032,5,2,1683663.771,324020.0347,1
ISIN,ID-007093,660586.772,541227.6513,EQ,1,11,1,0.7968,7/14/2008,2,2,1112269.218,269988.7965,1
INTERNAL,ID-007094,831185.8764,640217.5041,HTM,1,2,3,0.0603,12/2/2030,2,2,1210596.445,241637.8221,2
ISIN,ID-007095,575862.3029,492513.5683,EQ,1,3,5,0.2718,3/25/2008,3,1,1191514.587,285679.22,1
ISIN,ID-007096,860931.2022,,HTM,2,11,1,0.2501,1/7/2021,2,2,1372325.065,215814.6681,3
CUSIP,ID-007097,533997.7749,428132.4754,AFS,1,3,3,0.9786,3/27/2030,6,2,1140487.119,370981.7814,2
CUSIP,ID-007098,606033.3618,709030.687,HTM,1,7,3,0.0031,5/9/2035,5,1,1408262.597,,3
SEDOL,ID-007099,832142.7093,456509.116,EQ,2,7,4,0.5507,7/20/2009,2,1,1317364.166,401617.6281,3
ISIN,ID-007100,576241.6179,377164.1026,HTM,2,6,5,0.8757,4/10/2005,6,1,1122645.308,204443.3326,1
INTERNAL,ID-007101,608515.7469,271016.0006,HTM,1,2,1,0.0753,1/31/2016,6,2,1225882.153,215692.1982,1
SEDOL,ID-007102,627897.8995,481021.4668,EQ,1,5,2,0.9596,6/22/2003,5,2,1081784.019,251542.9032,1
ISIN,ID-007103,891345.3963,380325.3711,AFS,1,7,3,0.4058,4/12/2022,6,2,1133038.984,280990.5958,3
INTERNAL,ID-007104,851428.8632,641711.1427,HTM,2,1,3,0.2229,2/16/2031,2,2,1091398.91,204396.1577,1
ISIN,ID-007105,644428.5958,473770.9546,EQ,2,11,5,,6/29/2015,6,2,1480053.417,373080.0994,3
ISIN,ID-007106,908034.7639,599233.0102,HTM,1,2,1,0.9811,4/19/2026,5,1,1427706.249,266466.8693,1
INTERNAL,ID-007107,678734.427,494381.802,HTM,2,2,2,0.5939,7/20/2008,6,1,1473795.084,297059.634,2
SEDOL,ID-007108,662334.3007,560998.7789,AFS,2,4,4,0.5955,3/28/2006,6,2,1114463.421,402245.3096,2
ISIN,ID-007109,581320.4983,556172.1053,HTM,1,8,3,0.0453,3/13/2005,6,1,1736173.2,240675.0481,3
ISIN,ID-007110,710688.3199,582112.2687,AFS,1,4,1,0.4179,9/14/2002,4,2,1441534.247,245094.2327,1
CUSIP,ID-007111,644008.9116,579682.5995,AFS,1,1,5,0.0031,4/13/2006,1,1,1081347.553,257130.1606,1
CUSIP,ID-007112,735985.7445,365530.0543,HTM,1,8,4,0.8759,11/20/2002,3,1,,349745.4269,2
ISIN,ID-007113,567507.3547,498198.2522,HTM,2,2,1,0.4322,11/14/2004,5,2,1170987.969,,3
CUSIP,ID-007114,690947.3761,425526.3628,AFS,1,8,5,0.8288,4/23/2002,4,1,1070819.467,289790.0522,2
CUSIP,ID-007115,666698.9611,618873.46,EQ,1,3,5,0.1647,5/7/2014,5,2,1188706.772,240331.2602,1
SEDOL,ID-007116,619293.464,466305.0316,EQ,2,9,2,0.6381,5/27/2030,6,1,1386907.108,221905.7554,3
SEDOL,ID-007117,550057.8872,434134.6237,HTM,1,1,5,0.885,7/17/2027,4,1,1269265.328,221802.0211,2
CUSIP,ID-007118,1215924.973,631672.6676,AFS,2,7,1,0.8848,9/28/2028,4,2,1038770.133,220481.3282,2
INTERNAL,ID-007119,843563.675,503846.3326,AFS,1,3,4,0.1097,10/9/2033,1,1,1350827.644,265605.8896,3
SEDOL,ID-007120,662422.5444,517269.235,AFS,2,8,4,0.0359,7/27/2012,3,1,1113698.61,310965.0778,3
ISIN,ID-007121,778602.5537,622056.4664,HTM,1,10,3,0.5233,9/19/2004,1,2,1318996.297,272400.7442,2
INTERNAL,ID-007122,782150.3943,442919.4651,AFS,1,2,3,0.7705,3/30/2011,2,1,1349877.689,253272.1866,3
INTERNAL,ID-007123,793729.7287,499889.3828,EQ,2,1,4,0.9402,12/30/2000,3,2,1171821.014,453414.9611,2
SEDOL,ID-007124,578898.7468,335225.579,HTM,2,2,2,0.5755,7/21/2033,6,1,1170219.21,246223.9275,1
SEDOL,ID-007125,537298.2834,544731.961,AFS,2,5,2,0.4813,10/14/2018,1,1,1057631.061,494234.2277,3
ISIN,ID-007126,645930.4823,653622.3185,HTM,2,10,3,0.0153,9/18/2025,3,2,1099828.239,227009.8727,2
ISIN,ID-007127,990964.3215,,AFS,2,7,1,0.5331,7/7/2024,6,1,1431062.546,255562.7799,2
CUSIP,ID-007128,682481.7878,482816.2252,AFS,2,5,2,0.771,7/12/2035,4,1,1050873.829,223247.0846,3
SEDOL,ID-007129,680406.8044,597118.1409,HTM,2,11,3,0.3978,12/10/2016,2,2,1165180.404,395970.6325,2
INTERNAL,ID-007130,549058.5686,380925.8829,EQ,2,5,5,0.2026,7/15/2010,1,1,1302088.5,278088.7936,3
INTERNAL,ID-007131,898482.908,556000.8834,EQ,2,8,4,0.4712,6/17/2012,5,1,1461023.087,309642.1979,3
ISIN,ID-007132,1176364.14,483894.9907,AFS,1,3,5,0.7057,11/15/2003,6,1,1493874.03,219320.9195,1
CUSIP,ID-007133,636857.7412,620558.36,AFS,1,3,2,0.8908,2/12/2027,2,2,1272112.213,,3
SEDOL,ID-007134,641955.6129,,AFS,1,3,2,0.3732,12/9/2001,6,1,1009164.576,267408.5421,2
INTERNAL,ID-007135,739073.2635,605980.6228,HTM,1,4,5,0.7532,10/6/2032,2,1,1430974.588,230797.0793,2
SEDOL,ID-007136,567014.8865,576487.6773,EQ,1,11,1,0.7662,11/25/2024,1,1,1002459.13,289882.405,3
CUSIP,ID-007137,988821.7208,455505.3677,HTM,1,5,4,0.8053,2/2/2027,1,2,1142275.951,327241.7432,1
ISIN,ID-007138,509226.9119,425883.8941,EQ,1,4,5,0.8964,7/23/2016,6,2,1096617.937,304892.721,3
SEDOL,ID-007139,595711.6809,526905.6726,AFS,1,1,5,0.5201,2/17/2017,1,2,1771408.498,210840.4909,2
SEDOL,ID-007140,623064.236,479307.0979,EQ,1,8,5,0.1904,12/29/2020,2,1,1230359.532,270570.7261,3
INTERNAL,ID-007141,608864.7506,532612.2368,HTM,1,1,2,0.3669,5/17/2029,1,2,1279277.675,205882.0258,1
ISIN,ID-007142,,439427.9104,EQ,2,1,5,0.1073,4/24/2001,4,1,1218232.892,326105.8173,3
CUSIP,ID-007143,744343.6114,393386.3626,HTM,2,1,1,0.8915,,6,1,,277825.3783,2
INTERNAL,ID-007144,787243.0078,557849.7007,HTM,2,6,5,0.5188,3/6/2027,4,1,1159312.268,258772.75,2
CUSIP,ID-007145,922377.9035,645376.4689,AFS,1,7,2,0.0699,2/27/2007,4,2,1129152.567,221282.6408,2
INTERNAL,ID-007146,789810.3764,275151.531,EQ,2,3,4,0.8858,9/12/2032,5,2,1317737.554,270784.06,1
ISIN,ID-007147,702607.0458,693122.9872,EQ,1,11,2,0.8817,6/19/2016,1,2,1508312.226,431348.0847,3
CUSIP,ID-007148,512070.9232,342066.3255,HTM,2,7,2,0.9268,3/27/2033,1,2,1225589.191,283770.6624,3
SEDOL,ID-007149,576500.6968,535737.8771,EQ,2,7,4,0.4025,8/31/2025,5,2,1149073.541,391763.715,3
ISIN,ID-007150,779938.4562,650904.8679,EQ,1,9,5,0.6799,6/2/2006,6,2,1128817.672,269088.2933,3
INTERNAL,ID-007151,982067.0453,189231.1137,AFS,1,6,3,0.386,12/14/2034,4,1,1045946.127,257065.259,2
ISIN,ID-007152,573804.6965,598046.1719,HTM,1,8,1,0.4538,1/10/2019,6,2,1316736.108,404555.4478,3
SEDOL,ID-007153,1012248.882,486811.86,AFS,2,8,3,0.9664,5/13/2031,4,1,1255571.85,271914.4022,1
SEDOL,ID-007154,650310.5571,353794.1953,AFS,1,3,4,0.1029,4/16/2017,6,1,1313776.453,231070.9725,3
ISIN,ID-007155,616525.3772,467961.8401,HTM,2,1,5,0.9962,6/16/2032,5,2,1257162.344,241824.5302,1
ISIN,ID-007156,542156.4301,514804.759,EQ,2,10,3,0.242,2/14/2003,4,1,1606043.183,222553.395,3
ISIN,ID-007157,792065.4428,605123.7298,HTM,2,1,4,0.951,2/24/2031,3,1,1109167.601,,2
CUSIP,ID-007158,645758.1091,545456.5045,HTM,2,1,3,0.1522,9/17/2013,1,1,1082760.895,222157.1348,2
CUSIP,ID-007159,695992.0395,572675.7163,EQ,2,6,4,0.4837,4/13/2029,6,2,1281264.024,323967.7223,2
ISIN,ID-007160,598997.5196,479007.5218,HTM,1,7,2,0.9605,8/5/2010,4,2,,217197.0403,2
CUSIP,ID-007161,589793.2387,527955.6907,AFS,1,9,4,0.7774,3/16/2029,1,2,1138300.324,249318.946,2
ISIN,ID-007162,533156.6232,469174.3385,HTM,2,8,5,0.4551,6/16/2016,5,2,1073910.983,300625.7157,1
INTERNAL,ID-007163,733319.5252,529555.4677,HTM,2,7,4,0.5028,2/9/2027,2,1,1142046.344,284419.075,3
INTERNAL,ID-007164,934829.2128,474725.4313,HTM,1,5,3,0.3557,12/14/2016,5,1,1286980.744,221570.1953,1
SEDOL,ID-007165,567219.6933,642732.4151,AFS,1,9,1,0.1372,7/15/2021,2,2,1071224.805,236354.5457,1
CUSIP,ID-007166,637594.9894,282546.6972,EQ,2,5,4,0.5262,2/1/2001,6,1,,212821.593,3
CUSIP,ID-007167,567122.1081,543395.4384,AFS,2,9,5,0.8016,7/16/2030,1,1,1080513.989,220858.3059,1
INTERNAL,ID-007168,799966.1014,513088.114,AFS,1,5,5,0.9336,11/21/2012,6,1,1051247.849,312764.2459,1
ISIN,ID-007169,708634.2443,410689.5351,AFS,2,5,2,0.6861,3/8/2004,6,1,1105428.999,222534.6317,3
ISIN,ID-007170,1039460.421,437857.9447,AFS,1,1,5,0.1747,6/5/2006,6,1,1134736.869,316977.1204,2
CUSIP,ID-007171,543676.3758,,AFS,1,5,4,0.0593,1/27/2027,2,1,1407236.248,213992.7379,2
SEDOL,ID-007172,513190.4458,573250.4175,HTM,1,5,3,0.7908,10/8/2005,4,2,1517823.854,262732.9105,2
INTERNAL,ID-007173,548112.5837,543622.628,HTM,1,7,5,0.2573,5/16/2016,4,1,1476471.503,279829.9206,1
CUSIP,ID-007174,719614.7961,396155.7128,AFS,2,7,2,0.629,8/30/2029,1,1,1268450.775,309151.7745,2
SEDOL,ID-007175,858040.0854,553871.8173,EQ,1,3,3,0.5362,7/15/2008,1,2,1429610.316,311737.2469,2
ISIN,ID-007176,917799.4814,455924.0215,EQ,2,1,3,0.8739,4/17/2020,3,2,1196557.476,250208.8906,3
CUSIP,ID-007177,732659.0269,530992.2019,EQ,1,10,2,0.0147,7/8/2021,6,1,1189629.382,238044.5378,1
CUSIP,ID-007178,664806.1845,770997.4455,AFS,1,5,3,0.4144,6/17/2006,4,1,1267910.743,233023.6143,2
INTERNAL,ID-007179,536070.2435,526430.0214,HTM,1,8,4,0.8456,11/13/2007,4,2,1114101.613,243266.1937,1
CUSIP,ID-007180,576356.4049,529772.6586,EQ,2,7,1,0.1762,11/13/2021,3,2,1371734.533,250501.6749,3
ISIN,ID-007181,745122.7084,621803.5466,HTM,1,1,3,0.6619,1/17/2014,4,2,1074667.699,212499.6484,1
SEDOL,ID-007182,511149.5892,462497.7559,EQ,2,4,1,0.8142,5/31/2032,1,2,1501169.16,233544.0478,2
ISIN,ID-007183,575816.0594,701036.1708,EQ,1,8,1,0.9762,10/13/2015,3,1,1447920.311,273457.9616,2
ISIN,ID-007184,866866.5115,317139.2869,HTM,1,5,5,0.9994,5/23/2012,2,1,1278306.514,377981.3718,2
CUSIP,ID-007185,572208.2239,217018.5834,EQ,1,10,1,0.4463,5/8/2023,6,1,1758589.732,225580.2412,2
CUSIP,ID-007186,603472.6894,546035.3005,HTM,2,6,4,0.1478,7/7/2033,5,2,1020170.114,245741.4512,1
INTERNAL,ID-007187,960361.0086,154368.0919,HTM,1,5,4,0.6078,,2,2,1109983.175,256909.4127,3
INTERNAL,ID-007188,708081.9203,489821.9999,HTM,2,10,2,0.7618,1/25/2000,2,1,1238907.647,275339.1796,2
ISIN,ID-007189,1197042.822,465496.4981,EQ,1,4,4,0.8845,12/12/2011,2,1,1056267.391,265997.7864,1
ISIN,ID-007190,933368.6845,,EQ,2,7,5,0.674,4/30/2024,2,1,1149513.997,239080.4169,1
INTERNAL,ID-007191,1008346.914,,AFS,2,9,5,0.1545,5/27/2004,5,1,1748799.746,310242.1254,1
ISIN,ID-007192,769870.5847,755364.5402,EQ,1,3,3,0.8161,6/24/2000,4,2,1309950.398,252383.2145,3
SEDOL,ID-007193,613454.9569,362446.8144,HTM,2,8,3,0.516,1/13/2006,4,2,1654931.695,327520.7559,1
INTERNAL,ID-007194,1052249.036,483622.7279,AFS,1,10,3,0.1668,8/15/2026,1,2,1320838.12,277381.26,2
INTERNAL,ID-007195,731379.7144,511464.0836,AFS,1,9,4,0.744,5/26/2031,1,2,1416972.728,210575.4912,3
INTERNAL,ID-007196,598613.3174,312473.2313,AFS,1,3,2,0.6845,10/22/2033,6,2,1302354.972,212493.4259,2
ISIN,ID-007197,519586.9766,372414.2971,EQ,2,4,1,0.3817,9/13/2031,5,2,1090217.543,214034.1547,3
ISIN,ID-007198,990956.2982,498417.0547,HTM,1,9,2,0.4297,10/5/2002,5,1,1449650.618,245117.7645,3
ISIN,ID-007199,790570.9029,399559.218,AFS,1,2,1,0.871,8/27/2025,3,2,1658708.372,321281.5269,1
ISIN,ID-007200,650125.0269,538313.8335,AFS,2,11,3,0.35,7/27/2001,5,2,1124354.217,276002.8713,1
INTERNAL,ID-007201,585846.3993,540029.9395,AFS,2,3,1,0.6646,2/27/2010,5,2,1248569.352,308421.3427,1
SEDOL,ID-007202,641075.4761,364715.3373,HTM,1,10,1,0.1424,11/19/2014,5,2,1500932.87,308418.9313,2
SEDOL,ID-007203,686912.6105,558475.5178,AFS,1,11,2,0.0904,5/24/2001,6,1,1227469.212,246267.5605,2
SEDOL,ID-007204,861990.8682,488606.0428,AFS,2,9,1,0.5285,9/28/2034,2,1,1432938.872,237817.9301,3
CUSIP,ID-007205,932251.0071,339523.0003,EQ,1,8,3,0.6418,4/4/2018,4,2,1413263.024,260513.9382,2
CUSIP,ID-007206,578834.8684,557032.6805,HTM,1,6,2,,3/24/2001,2,1,1394429.702,247917.5268,3
CUSIP,ID-007207,531611.784,764915.3718,AFS,2,10,3,0.2931,4/11/2029,3,2,1105799.243,223302.0616,3
SEDOL,ID-007208,551716.741,468881.3364,AFS,2,2,5,0.2204,12/16/2013,4,1,1189006.288,447038.95,3
CUSIP,ID-007209,616283.8282,523669.4813,AFS,2,5,2,0.5257,4/17/2019,5,2,1083185.247,297864.0172,2
ISIN,ID-007210,694543.1531,543205.7164,AFS,1,10,2,0.7914,9/11/2033,5,1,1504885.861,378598.4543,3
INTERNAL,ID-007211,536819.6794,480461.8994,AFS,2,5,2,0.7393,5/3/2027,2,1,1902608.609,219077.2638,3
INTERNAL,ID-007212,733349.0143,593237.2043,EQ,1,2,2,0.7448,12/7/2015,3,1,1072677.303,216587.3632,3
SEDOL,ID-007213,747399.4299,536976.1335,EQ,1,7,3,0.7932,9/9/2026,4,2,1161487.785,304727.6923,1
SEDOL,ID-007214,549404.682,587737.1361,AFS,2,11,1,0.7701,3/20/2003,3,2,1116526.779,257592.6066,3
ISIN,ID-007215,870981.8578,659427.7471,EQ,2,8,5,0.5553,1/17/2011,4,2,1260157.362,218245.8426,1
CUSIP,ID-007216,845050.1343,625840.255,AFS,1,4,3,0.7006,3/7/2009,6,2,1138567.351,223436.1712,3
ISIN,ID-007217,799531.6895,376772.9921,AFS,2,7,4,0.2879,8/17/2025,6,2,1194461.41,434135.7415,3
ISIN,ID-007218,1114036.627,343551.8561,EQ,2,7,5,0.162,10/19/2010,5,1,1142848.374,296494.5055,3
SEDOL,ID-007219,679801.6906,678540.4517,EQ,1,4,4,0.9497,4/19/2030,2,2,1503275.693,563960.5305,2
ISIN,ID-007220,723469.0483,468312.5868,HTM,1,5,4,0.577,3/19/2029,5,2,1759286.033,278905.8822,3
SEDOL,ID-007221,863598.2227,301203.3829,EQ,1,5,1,0.9506,12/15/2003,5,2,1176669.556,213264.084,3
CUSIP,ID-007222,847111.5219,519967.8589,EQ,2,7,4,0.8863,10/16/2018,2,1,1215366.959,259140.2095,1
INTERNAL,ID-007223,657789.1038,487418.7763,AFS,2,11,1,0.463,10/24/2017,1,2,1312050.72,236521.385,2
INTERNAL,ID-007224,585427.7543,570181.8257,HTM,2,6,5,0.4674,8/21/2032,1,1,1118895.632,258095.9344,1
ISIN,ID-007225,820335.2566,422419.8964,EQ,2,3,5,,7/4/2009,1,2,1475361.257,227764.3958,1
SEDOL,ID-007226,772195.019,4453684.044,AFS,1,6,5,0.2842,8/14/2028,2,1,1402105.057,283597.258,3
INTERNAL,ID-007227,633516.9655,522134.501,EQ,1,9,3,0.9704,4/11/2022,5,2,1158579.8,325254.4997,2
INTERNAL,ID-007228,1013540.562,700319.7092,AFS,2,8,1,0.6955,4/19/2010,1,2,1015866.14,294099.6958,3
SEDOL,ID-007229,784961.7863,263913.4853,HTM,2,3,5,0.2201,12/9/2031,2,1,1941063.088,415037.463,2
ISIN,ID-007230,652628.1342,293914.7415,EQ,2,3,5,0.283,12/4/2009,6,2,1170383.088,219238.3818,1
CUSIP,ID-007231,696427.4924,431717.4751,AFS,1,1,3,0.6578,7/28/2034,6,2,1508795.929,207586.918,1
INTERNAL,ID-007232,725489.4595,355313.7641,HTM,1,10,5,0.0126,2/4/2030,3,1,1317956.777,,3
ISIN,ID-007233,885747.2145,553091.286,HTM,2,3,4,0.1903,8/17/2005,2,2,1175712.636,236467.8896,3
CUSIP,ID-007234,574400.4442,466318.8148,EQ,2,5,4,0.6063,10/10/2002,6,2,1052522.564,224625.7921,1
SEDOL,ID-007235,656428.5923,396269.2313,AFS,1,10,3,0.8445,10/27/2033,2,1,1124801.237,260209.4047,1
CUSIP,ID-007236,831651.4436,317016.5283,AFS,1,10,2,0.9153,8/13/2019,4,2,1127393.6,240731.9644,1
INTERNAL,ID-007237,825091.8166,491388.0407,AFS,1,10,1,0.4598,7/24/2031,6,2,1118202.271,314011.8819,3
INTERNAL,ID-007238,664735.0633,417919.4971,AFS,1,11,3,0.9322,8/15/2026,1,1,1058565.595,371550.3648,2
CUSIP,ID-007239,652267.551,547415.924,EQ,2,10,3,0.0734,5/17/2026,4,2,1290666.85,293724.527,1
ISIN,ID-007240,913656.5785,474015.7987,EQ,2,8,3,0.7635,8/11/2019,6,1,1139024.284,361045.3401,2
ISIN,ID-007241,999855.8806,489380.7626,EQ,2,10,1,0.0812,10/10/2012,5,1,1130001.522,280804.6724,3
ISIN,ID-007242,595043.7733,528644.7213,AFS,1,5,1,0.3255,1/22/2024,6,2,1202004.885,250278.494,2
INTERNAL,ID-007243,927761.6893,480806.0461,HTM,1,4,3,0.7789,10/31/2014,2,2,,323636.9798,1
INTERNAL,ID-007244,548579.5217,222580.2135,HTM,2,9,2,0.1117,3/13/2025,4,2,1076491.606,210285.9239,2
INTERNAL,ID-007245,633260.6793,599754.2464,AFS,1,2,2,0.2305,7/6/2009,1,1,1323492.643,468743.7754,2
SEDOL,ID-007246,757852.2928,485697.0414,AFS,1,10,2,0.5588,6/29/2022,5,1,1086838.093,243494.8488,1
ISIN,ID-007247,929885.0071,415835.2411,EQ,2,5,2,0.5562,1/20/2017,5,2,1223175.383,247944.244,1
INTERNAL,ID-007248,1159599.103,511181.0032,AFS,2,5,3,0.0826,7/19/2032,4,2,1748807.973,241989.7748,3
SEDOL,ID-007249,710506.391,438059.6334,EQ,2,7,4,0.0588,8/13/2004,4,2,1289179.192,335491.2791,3
INTERNAL,ID-007250,517446.5296,479562.4911,AFS,1,6,3,0.969,12/24/2033,6,1,1159018.737,227954.2772,1
INTERNAL,ID-007251,665226.0791,482478.6362,EQ,2,6,3,0.8275,,6,2,1024020.194,270263.8404,1
CUSIP,ID-007252,624302.048,657945.1008,AFS,1,1,3,0.51,11/28/2028,3,1,1354327.21,223352.0378,1
CUSIP,ID-007253,540376.4059,530552.9404,AFS,1,9,4,0.8296,10/13/2000,5,1,1051863.833,478125.1668,3
ISIN,ID-007254,769511.242,375397.576,AFS,2,11,1,0.8133,2/10/2015,5,2,1218426.331,217172.1236,3
ISIN,ID-007255,605886.6026,286084.0054,HTM,1,7,1,0.0888,3/8/2000,5,2,2190225.853,346821.4914,2
INTERNAL,ID-007256,659358.2767,651171.3937,HTM,2,10,1,0.1094,9/13/2009,2,1,2642149.948,253858.1004,1
INTERNAL,ID-007257,1032244.391,504396.8812,AFS,2,10,2,0.3601,10/22/2015,4,2,1162751.545,280623.8464,3
CUSIP,ID-007258,571431.9091,410473.4825,HTM,1,9,5,0.6916,6/21/2001,2,1,1315740.519,273883.0964,3
INTERNAL,ID-007259,524298.7978,469740.2836,EQ,2,2,3,0.5923,2/13/2000,3,2,1411815.392,,3
SEDOL,ID-007260,524647.6898,348196.1717,HTM,1,3,3,0.3953,9/26/2005,4,2,2258505.933,236605.3348,2
SEDOL,ID-007261,598728.3429,496711.8682,EQ,2,11,2,0.0654,,2,1,1191768.562,390473.3297,2
INTERNAL,ID-007262,691524.5741,386871.3021,AFS,1,2,2,0.4699,1/16/2009,6,1,1061395.145,369002.555,1
CUSIP,ID-007263,548477.4591,353632.4674,EQ,1,1,5,0.4675,8/2/2035,3,1,1107838.426,231288.4482,1
INTERNAL,ID-007264,570457.6187,511544.7163,EQ,1,1,1,0.5964,2/27/2006,1,1,1187951.162,201200.313,1
SEDOL,ID-007265,590237.3421,,EQ,1,4,4,0.2635,1/20/2020,6,1,1152838.251,212637.1679,2
SEDOL,ID-007266,614815.8724,612464.4914,AFS,2,5,5,0.4307,8/8/2015,6,1,1249321.234,232482.4895,3
CUSIP,ID-007267,670030.6762,449368.3137,EQ,1,5,4,0.8223,1/23/2006,3,2,1023931.239,384972.784,3
INTERNAL,ID-007268,622927.0903,554506.2646,EQ,1,4,3,0.6446,7/31/2014,5,2,1169395.482,250346.1398,2
INTERNAL,ID-007269,657828.1972,554981.0128,AFS,1,8,1,0.4221,,3,1,1560468.562,227380.4163,1
INTERNAL,ID-007270,920174.025,344173.0117,AFS,2,3,2,0.5862,4/26/2029,6,1,,277142.1084,1
SEDOL,ID-007271,658239.8558,488666.3633,EQ,2,5,1,0.4121,10/9/2010,2,1,1136689.645,355014.3744,2
